,word,pos,iob
1291,Medical,NNP,I-ORG
1292,Emergency,NNP,I-ORG
1293,Corps,NNP,I-ORG
1294,",",",",O
1295,fifteen,NN,O
1296,of,IN,O
1297,whom,WP,O
1298,responded,VBD,O
1299,",",",",O
1300,and,CC,O
1301,hurried,VBD,O
1302,to,TO,O
1303,Atlantic,NNP,I-LOC
1304,City,NNP,I-LOC
1305,on,IN,O
1306,a,DT,O
1307,special,JJ,O
1308,train,NN,O
1309,which,WDT,O
1310,left,VBD,O
1311,Philadelphia,NNP,I-LOC
1312,at,IN,O
1313,10:45,CD,O
1314,pm,NN,O
1315,.,.,O
1316, ,VB,O
1317,These,DT,O
1318,surgeons,NNS,O
1319,materially,RB,O
1320,aided,VBD,O
1321,Atlantic,NNP,I-LOC
1322,City,NNP,I-LOC
1323,'s,POS,O
1324,volunteer,NN,O
1325,corps,NN,O
1326,",",",",O
1327,which,WDT,O
1328,was,VBD,O
1329,composed,VBN,O
1330,of,IN,O
1331,almost,RB,O
1332,every,DT,O
1333,physician,NN,O
1334,then,RB,O
1335,living,VBG,O
1336,in,IN,O
1337,the,DT,O
1338,city,NN,O
1339,.,.,O
1340, ,JJ,O
1341,Many,NNP,O
1342,of,IN,O
1343,the,DT,O
1344,injured,VBN,O
1345,were,VBD,O
1346,taken,VBN,O
1347,to,TO,O
1348,hotels,NNS,O
1349,",",",",O
1350,as,IN,O
1351,the,DT,O
1352,city,NN,O
1353,hospitals,NNS,O
1354,soon,RB,O
1355,became,VBD,O
1356,overcrowded,JJ,O
1357,.,.,O
1358, ,VB,O
1359,About,IN,O
1360,thirty,NN,O
1361,of,IN,O
1362,the,DT,O
1363,wounded,VBN,O
1364,had,VBD,O
1365,their,PRP$,O
1366,injuries,NNS,O
1367,dressed,VBN,O
1368,and,CC,O
1369,were,VBD,O
1370,able,JJ,O
1371,to,TO,O
1372,proceed,VB,O
1373,on,IN,O
1374,their,PRP$,O
1375,way,NN,O
1376,.,.,O
1377, ,VB,O
1378,The,DT,O
1379,wife,NN,O
1380,of,IN,O
1381,Edward,NNP,I-PER
1382,Farr,NNP,I-PER
1383,",",",",O
1384,the,DT,O
1385,Reading,NNP,I-LOC
1386,engineer,NN,O
1387,who,WP,O
1388,died,VBD,O
1389,while,IN,O
1390,on,IN,O
1391,the,DT,O
1392,job,NN,O
1393,",",",",O
1394,and,CC,O
1395,was,VBD,O
1396,found,VBN,O
1397,with,IN,O
1398,one,CD,O
1399,hand,NN,O
1400,on,IN,O
1401,the,DT,O
1402,throttle,NN,O
1403,and,CC,O
1404,the,DT,O
1405,other,JJ,O
1406,on,IN,O
1407,the,DT,O
1408,brake,NN,O
1409,",",",",O
1410,when,WRB,O
1411,informed,VBN,O
1412,of,IN,O
1413,the,DT,O
1414,accident,NN,O
1415,and,CC,O
1416,of,IN,O
1417,her,PRP$,O
1418,husband,NN,O
1419,'s,POS,O
1420,death,NN,O
1421,",",",",O
1422,was,VBD,O
1423,unable,JJ,O
1424,to,TO,O
1425,withstand,VB,O
1426,the,DT,O
1427,shock,NN,O
1428,",",",",O
1429,and,CC,O
1430,fell,VBD,O
1431,to,TO,O
1432,the,DT,O
1433,floor,NN,O
1434,dead,JJ,O
1435,.,.,O
1436, ,JJ,O
1437,County,NNP,O
1438,Coroner,NNP,O
1439,William,NNP,I-PER
1440,McLaughlin,NNP,I-PER
1441,",",",",O
1442,immediately,RB,O
1443,upon,IN,O
1444,hearing,NN,O
1445,of,IN,O
1446,the,DT,O
1447,accident,NN,O
1448,",",",",O
1449,went,VBD,O
1450,to,TO,O
1451,the,DT,O
1452,scene,NN,O
1453,.,.,O
1454, ,CC,O
1455,He,PRP,O
1456,went,VBD,O
1457,directly,RB,O
1458,into,IN,O
1459,the,DT,O
1460,block,NN,O
1461,tower,NN,O
1462,and,CC,O
1463,questioned,VBD,O
1464,operator,NN,O
1465,George,NNP,I-PER
1466,F.,NNP,I-PER
1467,Hauser.,NNP,I-PER
1468,Houser,NNP,I-PER
1469,told,VBD,O
1470,him,PRP,O
1471,that,IN,O
1472,he,PRP,O
1473,thought,VBD,O
1474,the,DT,O
1475,excursion,NN,O
1476,train,NN,O
1477,had,VBD,O
1478,time,NN,O
1479,to,TO,O
1480,cross,VB,O
1481,the,DT,O
1482,tracks,NNS,O
1483,of,IN,O
1484,the,DT,O
1485,Reading,NNP,I-LOC
1486,before,IN,O
1487,the,DT,O
1488,express,NN,O
1489,got,VBD,O
1490,there,RB,O
1491,and,CC,O
1492,he,PRP,O
1493,set,VBD,O
1494,the,DT,O
1495,"""",JJ,O
1496,clear,JJ,O
1497,"""",NNP,O
1498,signal,NN,O
1499,for,IN,O
1500,the,DT,O
1501,West,NNP,I-LOC
1502,Jersey,NNP,I-LOC
1503,train,NN,O
1504,.,.,O
1505, ,NN,O
1506,(,(,O
1507,The,DT,O
1508,signalling,NN,O
1509,system,NN,O
1510,worked,VBD,O
1511,as,IN,O
1512,follows,VBZ,O
1513,:,:,O
1514,the,DT,O
1515,interlocking,VBG,O
1516,block,NN,O
1517,system,NN,O
1518,was,VBD,O
1519,used,VBN,O
1520,.,.,O
1521, ,VB,O
1522,There,EX,O
1523,were,VBD,O
1524,three,CD,O
1525,poles,NNS,O
1526,with,IN,O
1527,semaphores,NNS,O
1528,controlled,VBN,O
1529,by,IN,O
1530,the,DT,O
1531,tower,NN,O
1532,on,IN,O
1533,the,DT,O
1534,reading,NN,O
1535,tracks,NNS,O
1536,and,CC,O
1537,two,CD,O
1538,on,IN,O
1539,the,DT,O
1540,West,NNP,I-LOC
1541,Jersey,NNP,I-LOC
1542,.,.,O
1543, ,VB,O
1544,The,DT,O
1545,pole,JJ,O
1546,furthest,NN,O
1547,from,IN,O
1548,the,DT,O
1549,tower,NN,O
1550,on,IN,O
1551,the,DT,O
1552,Reading,NN,I-LOC
1553,tracks,NNS,O
1554,was,VBD,O
1555,distant,JJ,O
1556,about,IN,O
1557,"2,000",CD,O
1558,yards,NNS,O
1559,.,.,O
1560, ,VBP,O
1561,The,DT,O
1562,other,JJ,O
1563,two,CD,O
1564,were,VBD,O
1565,much,RB,O
1566,closer,RBR,O
1567,.,.,O
1568, ,NN,O
1569,When,WRB,O
1570,the,DT,O
1571,operator,NN,O
1572,set,VBD,O
1573,the,DT,O
1574,"""",JJ,O
1575,clear,JJ,O
1576,"""",NNP,O
1577,signal,NN,O
1578,on,IN,O
1579,the,DT,O
1580,Pennsylvania,NNP,I-LOC
1581,track,NN,O
1582,",",",",O
1583,this,DT,O
1584,would,MD,O
1585,automatically,RB,O
1586,set,VB,O
1587,the,DT,O
1588,"""",NNP,O
1589,danger,NN,O
1590,"""",NNP,O
1591,signal,NN,O
1592,on,IN,O
1593,the,DT,O
1594,Reading,NNP,I-LOC
1595,track,NN,O
1596,",",",",O
1597,and,CC,O
1598,vice,NN,O
1599,versa,NN,O
1600,.,.,O
1601,),),O
1602, ,NN,O
1603,Before,IN,O
1604,Hauser,NNP,I-PER
1605,could,MD,O
1606,make,VB,O
1607,a,DT,O
1608,further,JJ,O
1609,explanation,NN,O
1610,to,TO,O
1611,the,DT,O
1612,coroner,NN,O
1613,he,PRP,O
1614,received,VBD,O
1615,an,DT,O
1616,order,NN,O
1617,from,IN,O
1618,the,DT,O
1619,railroad,NN,O
1620,officials,NNS,O
1621,to,TO,O
1622,say,VB,O
1623,nothing,NN,O
1624,.,.,O
1625, ,CC,O
1626,He,PRP,O
1627,obeyed,VBD,O
1628,",",",",O
1629,and,CC,O
1630,made,VBD,O
1631,no,DT,O
1632,further,JJ,O
1633,explanation,NN,O
1634,.,.,O
1635, ,CC,O
1636,Pending,VBG,O
1637,an,DT,O
1638,investigation,NN,O
1639,",",",",O
1640,Hauser,NNP,I-PER
1641,was,VBD,O
1642,put,VBN,O
1643,under,IN,O
1644,arrest,NN,O
1645,by,IN,O
1646,the,DT,O
1647,coroner,NN,O
1648,",",",",O
1649,but,CC,O
1650,was,VBD,O
1651,released,VBN,O
1652,on,IN,O
1653,$500,JJ,O
1654,bond,NN,O
1655,.,.,O
1656, ,VB,O
1657,A,NNP,O
1658,jury,NN,O
1659,was,VBD,O
1660,impanelled,VBN,O
1661,the,DT,O
1662,following,JJ,O
1663,day,NN,O
1664,.,.,O
1665, ,JJ,O
1666,Testimony,NN,O
1667,on,IN,O
1668,August,NNP,O
1669,4,CD,O
1670,appeared,VBD,O
1671,to,TO,O
1672,implicate,VB,O
1673,the,DT,O
1674,dead,JJ,O
1675,Reading,NNP,I-LOC
1676,Railroad,NNP,I-LOC
1677,express,NN,O
1678,engineer,NN,O
1679,",",",",O
1680,Edward,NNP,I-PER
1681,Farr,NNP,I-PER
1682,.,.,O
1683, ,VB,O
1684,His,PRP$,O
1685,action,NN,O
1686,in,IN,O
1687,running,VBG,O
1688,at,IN,O
1689,a,DT,O
1690,speed,NN,O
1691,of,IN,O
1692,forty-five,JJ,O
1693,miles,NNS,O
1694,an,DT,O
1695,hour,NN,O
1696,past,IN,O
1697,a,DT,O
1698,danger,NN,O
1699,signal,NN,O
1700,seemed,VBD,O
1701,inexplicable,JJ,O
1702,to,TO,O
1703,those,DT,O
1704,present,JJ,O
1705,at,IN,O
1706,the,DT,O
1707,inquest,NN,O
1708,.,.,O
1709, ,VB,O
1710,His,PRP$,O
1711,reputation,NN,O
1712,was,VBD,O
1713,that,IN,O
1714,of,IN,O
1715,an,DT,O
1716,experienced,JJ,O
1717,engineer,NN,O
1718,and,CC,O
1719,a,DT,O
1720,man,NN,O
1721,of,IN,O
1722,exceptionally,RB,O
1723,high,JJ,O
1724,moral,JJ,O
1725,character,NN,O
1726,",",",",O
1727,and,CC,O
1728,not,RB,O
1729,of,IN,O
1730,a,DT,O
1731,reckless,JJ,O
1732,or,CC,O
1733,careless,JJ,O
1734,disposition,NN,O
1735,.,.,O
1736, ,CC,O
1737,Only,RB,O
1738,two,CD,O
1739,weeks,NNS,O
1740,previous,JJ,O
1741,to,TO,O
1742,the,DT,O
1743,accident,NN,O
1744,his,PRP$,O
1745,train,NN,O
1746,was,VBD,O
1747,signalled,VBN,O
1748,to,TO,O
1749,stop,VB,O
1750,at,IN,O
1751,that,DT,O
1752,very,RB,O
1753,crossing,NN,O
1754,",",",",O
1755,and,CC,O
1756,he,PRP,O
1757,promptly,RB,O
1758,brought,VBD,O
1759,his,PRP$,O
1760,train,NN,O
1761,under,IN,O
1762,control,NN,O
1763,.,.,O
1764, ,VB,O
1765,The,DT,O
1766,coroner,NN,O
1767,'s,POS,O
1768,jury,NN,O
1769,returned,VBD,O
1770,verdicts,NNS,O
1771,on,IN,O
1772,August,NNP,O
1773,7,CD,O
1774,.,.,O
1775, ,VB,O
1776,Six,NNP,O
1777,jurors,NNS,O
1778,merely,RB,O
1779,stated,VBD,O
1780,the,DT,O
1781,manner,NN,O
1782,of,IN,O
1783,the,DT,O
1784,passengers,NNS,O
1785,',POS,O
1786,deaths,NNS,O
1787,.,.,O
1788, ,VB,O
1789,Three,CD,O
1790,found,IN,O
1791,that,DT,O
1792,"""",NNP,O
1793,Engineer,NNP,O
1794,Edward,NNP,I-PER
1795,D,NNP,I-PER
1796,.,.,O
1797, ,NNP,O
1798,Farr,NNP,I-PER
1799,of,IN,O
1800,the,DT,O
1801,Atlantic,NNP,I-LOC
1802,City,NNP,I-LOC
1803,Railroad,NNP,I-LOC
1804,failed,VBD,O
1805,for,IN,O
1806,have,VB,O
1807,his,PRP$,O
1808,engine,NN,O
1809,under,IN,O
1810,proper,JJ,O
1811,control,NN,O
1812,on,IN,O
1813,approaching,VBG,O
1814,[,PDT,O
1815,the,DT,O
1816,],NN,O
1817,crossing,NN,O
1818,",",",",O
1819,and,CC,O
1820,that,IN,O
1821,Tower,NNP,O
1822,Man,NNP,O
1823,George,NNP,I-PER
1824,F.,NNP,I-PER
1825,Hauser,NNP,I-PER
1826,",",",",O
1827,in,IN,O
1828,giving,VBG,O
1829,the,DT,O
1830,excursion,NN,O
1831,train,NN,O
1832,of,IN,O
1833,the,DT,O
1834,West,NNP,I-LOC
1835,Jersey,NNP,I-LOC
1836,Railroad,NNP,I-LOC
1837,the,DT,O
1838,right,NN,O
1839,of,IN,O
1840,way,NN,O
1841,over,IN,O
1842,a,DT,O
1843,fast,JJ,O
1844,express,NN,O
1845,used,VBN,O
1846,bad,JJ,O
1847,judgment.,NN,O
1848,..,NNP,O
1849,[,NNP,O
1850,and,CC,O
1851,],NNP,O
1852,that,IN,O
1853,Engineer,NNP,O
1854,John,NNP,I-PER
1855,Greiner,NNP,I-PER
1856,of,IN,O
1857,said,VBD,O
1858,excursion,NN,O
1859,train,NN,O
1860,erred,VBD,O
1861,in,IN,O
1862,not,RB,O
1863,exercising,VBG,O
1864,greater,JJR,O
1865,care,NN,O
1866,on,IN,O
1867,crossing,VBG,O
1868,ahead,RB,O
1869,of,IN,O
1870,said,VBD,O
1871,fast,JJS,O
1872,express,NN,O
1873,.,.,O
1874,"""",NN,O
1875, ,VBD,O
1876,Three,NNP,O
1877,others,NNS,O
1878,found,VBD,O
1879,that,IN,O
1880,"""",VBZ,O
1881,the,DT,O
1882,cause,NN,O
1883,of,IN,O
1884,the,DT,O
1885,collision,NN,O
1886,was,VBD,O
1887,the,DT,O
1888,failure,NN,O
1889,of,IN,O
1890,Edward,NNP,I-PER
1891,Farr,NNP,I-PER
1892,",",",",O
1893,engineer,NN,O
1894,of,IN,O
1895,Train,NNP,O
1896,No.,NN,O
1897,23,CD,O
1898,",",",",O
1899,to,TO,O
1900,give,VB,O
1901,heed,NN,O
1902,in,IN,O
1903,time,NN,O
1904,to,TO,O
1905,the,DT,O
1906,semaphore,NN,O
1907,signals,NNS,O
1908,and,CC,O
1909,crossing,VBG,O
1910,under,IN,O
1911,the,DT,O
1912,rules.,NN,O
1913,..,VBZ,O
1914,the,DT,O
1915,tower,NN,O
1916,man,NN,O
1917,",",",",O
1918,George,NNP,I-PER
1919,F.,NNP,I-PER
1920,Hauser,NNP,I-PER
1921,",",",",O
1922,may,MD,O
1923,have,VB,O
1924,used,VBN,O
1925,poor,JJ,O
1926,judgment,NN,O
1927,in,IN,O
1928,his,PRP$,O
1929,estimate,NN,O
1930,of,IN,O
1931,the,DT,O
1932,distance,NN,O
1933,away,RB,O
1934,of,IN,O
1935,the,DT,O
1936,Atlantic,NNP,I-LOC
1937,City,NNP,I-LOC
1938,Railroad,NNP,I-LOC
1939,train,NN,O
1940,when,WRB,O
1941,he,PRP,O
1942,gave,VBD,O
1943,the,DT,O
1944,white,JJ,O
1945,boards,NNS,O
1946,to,TO,O
1947,the,DT,O
1948,West,NNP,I-LOC
1949,Jersey,NNP,I-LOC
1950,and,CC,O
1951,Seashore,NNP,I-LOC
1952,Excursion,NNP,O
1953,Train,NNP,O
1954,No,NNP,O
1955,.,.,O
1956,700,CD,O
1957,.,.,O
1958,"""",VB,O
1959, ,JJ,O
1960,-DOCSTART-,NNP,O
1961, ,VBD,O
1962,The,DT,O
1963,2007,CD,O
1964,Bowling,NNP,I-ORG
1965,Green,JJ,I-ORG
1966,Falcons,NNP,I-ORG
1967,football,NN,O
1968,team,NN,O
1969,represented,VBD,O
1970,Bowling,NNP,I-ORG
1971,Green,NNP,I-ORG
1972,State,NNP,I-ORG
1973,University,NNP,I-ORG
1974,in,IN,O
1975,the,DT,O
1976,2007,CD,O
1977,NCAA,NNP,I-ORG
1978,football,NN,O
1979,season,NN,O
1980,.,.,O
1981, ,VB,O
1982,The,DT,O
1983,team,NN,O
1984,was,VBD,O
1985,coached,VBN,O
1986,by,IN,O
1987,Gregg,NNP,I-PER
1988,Brandon,NNP,I-PER
1989,and,CC,O
1990,played,VBD,O
1991,their,PRP$,O
1992,home,NN,O
1993,games,NNS,O
1994,in,IN,O
1995,Doyt,NNP,I-LOC
1996,Perry,NNP,I-LOC
1997,Stadium,NNP,I-LOC
1998,in,IN,O
1999,Bowling,NNP,I-LOC
2000,Green,NNP,I-LOC
2001,",",",",O
2002,Ohio,NNP,I-LOC
2003,.,.,O
2004, ,VB,O
2005,It,PRP,O
2006,was,VBD,O
2007,the,DT,O
2008,89th,CD,O
2009,season,NN,O
2010,of,IN,O
2011,play,NN,O
2012,for,IN,O
2013,the,DT,O
2014,Falcons,NNP,I-ORG
2015,.,.,O
2016, ,NN,O
2017,Bowling,NNP,I-ORG
2018,Green,NNP,I-ORG
2019,finished,VBD,O
2020,the,DT,O
2021,season,NN,O
2022,8-5,JJ,O
2023,overall,JJ,O
2024,and,CC,O
2025,has,VBZ,O
2026,finished,VBN,O
2027,4-2,RB,O
2028,in,IN,O
2029,the,DT,O
2030,MAC,NNP,I-ORG
2031,East,NNP,I-ORG
2032,.,.,O
2033, ,NN,O
2034,They,PRP,O
2035,participated,VBD,O
2036,in,IN,O
2037,the,DT,O
2038,GMAC,NNP,I-MISC
2039,Bowl,NNP,I-MISC
2040,",",",",O
2041,losing,VBG,O
2042,to,TO,O
2043,Tulsa,NNP,I-ORG
2044,63-7,NNP,O
2045,.,.,O
2046, ,NN,O
2047,Bowling,NNP,I-ORG
2048,Green,NNP,I-ORG
2049,was,VBD,O
2050,picked,VBN,O
2051,to,TO,O
2052,finish,VB,O
2053,fifth,NN,O
2054,in,IN,O
2055,the,DT,O
2056,MAC,NNP,I-ORG
2057,East,NNP,I-ORG
2058,Division,NNP,I-ORG
2059,by,IN,O
2060,the,DT,O
2061,MAC,NNP,I-ORG
2062,News,NNP,I-ORG
2063,Media,NNP,I-ORG
2064,Association,NNP,I-ORG
2065,.,.,O
2066, ,VB,O
2067,Three,CD,O
2068,Falcons,NNP,I-ORG
2069,",",",",O
2070,Senior,NNP,O
2071,Kory,NNP,I-PER
2072,Lichtensteiger,NNP,I-PER
2073,and,CC,O
2074,Juniors,NNP,O
2075,Erique,NNP,I-PER
2076,Dozier,NNP,I-PER
2077,and,CC,O
2078,Corey,NNP,I-PER
2079,Partridge,NNP,I-PER
2080,",",",",O
2081,garnered,VBD,O
2082,preseason,NN,O
2083,honors,NNS,O
2084,by,IN,O
2085,being,VBG,O
2086,named,VBN,O
2087,to,TO,O
2088,All-MAC,NNP,I-ORG
2089,preseason,NN,O
2090,teams,NNS,O
2091,.,.,O
2092, ,VB,O
2093,The,DT,O
2094,2007,CD,O
2095,Bowling,NNP,I-ORG
2096,Green,JJ,I-ORG
2097,Falcons,NNP,I-ORG
2098,football,NN,O
2099,team,NN,O
2100,consists,VBZ,O
2101,of,IN,O
2102,95,CD,O
2103,total,JJ,O
2104,players,NNS,O
2105,.,.,O
2106, ,VB,O
2107,The,DT,O
2108,class,NN,O
2109,breakdown,NN,O
2110,of,IN,O
2111,these,DT,O
2112,players,NNS,O
2113,is,VBZ,O
2114,12,CD,O
2115,seniors,NNS,O
2116,",",",",O
2117,21,CD,O
2118,juniors,NNS,O
2119,",",",",O
2120,30,CD,O
2121,sophomores,NNS,O
2122,",",",",O
2123,12,CD,O
2124,redshirt,NN,O
2125,freshman,NN,O
2126,",",",",O
2127,and,CC,O
2128,18,CD,O
2129,true,JJ,O
2130,freshman,NN,O
2131,.,.,O
2132, ,CC,O
2133,Returning,VBG,O
2134,starters,NNS,O
2135,from,IN,O
2136,the,DT,O
2137,2006,CD,O
2138,team,NN,O
2139,are,VBP,O
2140,six,CD,O
2141,offensive,JJ,O
2142,starters,NNS,O
2143,and,CC,O
2144,eight,CD,O
2145,defensive,JJ,O
2146,starters,NNS,O
2147,.,.,O
2148, ,VB,O
2149,Overall,NNP,O
2150,",",",",O
2151,53,CD,O
2152,lettermen,NNS,O
2153,are,VBP,O
2154,returning,VBG,O
2155,from,IN,O
2156,the,DT,O
2157,2006,CD,O
2158,team,NN,O
2159,(,(,O
2160,25,CD,O
2161,on,IN,O
2162,offense,NN,O
2163,",",",",O
2164,28,CD,O
2165,on,IN,O
2166,defense,NN,O
2167,and,CC,O
2168,0,CD,O
2169,on,IN,O
2170,special,JJ,O
2171,teams,NNS,O
2172,),),O
2173,.,.,O
2174, ,CC,O
2175,As,IN,O
2176,the,DT,O
2177,2007,CD,O
2178,college,NN,O
2179,football,NN,O
2180,season,NN,O
2181,neared,VBD,O
2182,the,DT,O
2183,end,NN,O
2184,",",",",O
2185,many,JJ,O
2186,organizations,NNS,O
2187,began,VBD,O
2188,to,TO,O
2189,announce,VB,O
2190,finalists,NNS,O
2191,and,CC,O
2192,winners,NNS,O
2193,of,IN,O
2194,various,JJ,O
2195,post-season,JJ,O
2196,awards,NNS,O
2197,.,.,O
2198, ,JJ,O
2199,Kory,NNP,I-PER
2200,Lichtensteiger,NNP,I-PER
2201,was,VBD,O
2202,named,VBN,O
2203,a,DT,O
2204,finalist,NN,O
2205,for,IN,O
2206,the,DT,O
2207,Rimington,NNP,I-MISC
2208,Trophy,NNP,I-MISC
2209,",",",",O
2210,given,VBN,O
2211,to,TO,O
2212,the,DT,O
2213,nation,NN,O
2214,'s,POS,O
2215,best,JJS,O
2216,center,NN,O
2217,.,.,O
2218, ,CC,O
2219,He,PRP,O
2220,was,VBD,O
2221,one,CD,O
2222,of,IN,O
2223,6,CD,O
2224,athletes,NNS,O
2225,recognized,VBN,O
2226,.,.,O
2227, ,NN,O
2228,Bowling,NNP,I-ORG
2229,Green,NNP,I-ORG
2230,also,RB,O
2231,had,VBD,O
2232,eight,CD,O
2233,players,NNS,O
2234,make,VBP,O
2235,the,DT,O
2236,All-Conference,NNP,I-ORG
2237,Teams,NNP,I-ORG
2238,(,(,O
2239,the,DT,O
2240,fourth,JJ,O
2241,most,JJS,O
2242,of,IN,O
2243,any,DT,O
2244,school,NN,O
2245,in,IN,O
2246,the,DT,O
2247,MAC,NNP,I-ORG
2248,),),O
2249,.,.,O
2250, ,JJ,O
2251,-DOCSTART-,JJ,O
2252, ,NN,O
2253,30,CD,I-ORG
2254,Seconds,NNPS,I-ORG
2255,to,TO,I-ORG
2256,Mars,NNP,I-ORG
2257,(,(,O
2258,or,CC,O
2259,Thirty,NNP,I-ORG
2260,Seconds,NNPS,I-ORG
2261,to,TO,I-ORG
2262,Mars,NNP,I-ORG
2263,),),O
2264,is,VBZ,O
2265,an,DT,O
2266,alternative,JJ,O
2267,rock,NN,O
2268,band,NN,O
2269,from,IN,O
2270,Los,NNP,I-LOC
2271,Angeles,NNP,I-LOC
2272,",",",",O
2273,California,NNP,I-LOC
2274,",",",",O
2275,featuring,VBG,O
2276,Jared,NNP,I-PER
2277,Leto,NNP,I-PER
2278,",",",",O
2279,Shannon,NNP,I-PER
2280,Leto,NNP,I-PER
2281,",",",",O
2282,Tomo,NNP,I-PER
2283,Milicevic,NNP,I-PER
2284,.,.,O
2285, ,NN,O
2286,Created,VBD,O
2287,in,IN,O
2288,1998,CD,O
2289,by,IN,O
2290,Jared,NNP,I-PER
2291,Leto,NNP,I-PER
2292,and,CC,O
2293,his,PRP$,O
2294,brother,NN,O
2295,",",",",O
2296,Shannon,NNP,I-PER
2297,",",",",O
2298,30,CD,I-ORG
2299,Seconds,NNS,I-ORG
2300,to,TO,I-ORG
2301,Mars,NNP,I-ORG
2302,began,VBD,O
2303,as,IN,O
2304,a,DT,O
2305,small,JJ,O
2306,family,NN,O
2307,project,NN,O
2308,.,.,O
2309, ,JJ,O
2310,Things,NNS,O
2311,began,VBD,O
2312,to,TO,O
2313,speed,VB,O
2314,up,RP,O
2315,quickly,RB,O
2316,",",",",O
2317,and,CC,O
2318,Matt,NNP,I-PER
2319,Wachter,NNP,I-PER
2320,later,RB,O
2321,joined,VBD,O
2322,the,DT,O
2323,band,NN,O
2324,as,IN,O
2325,bassist,NN,O
2326,and,CC,O
2327,keyboard,NN,O
2328,player,NN,O
2329,.,.,O
2330, ,NN,O
2331,After,IN,O
2332,working,VBG,O
2333,with,IN,O
2334,small,JJ,O
2335,revolving,VBG,O
2336,door,NN,O
2337,of,IN,O
2338,guitarists,NNS,O
2339,(,(,O
2340,as,IN,O
2341,the,DT,O
2342,band,NN,O
2343,'s,POS,O
2344,first,JJ,O
2345,two,CD,O
2346,guitarists,NNS,O
2347,",",",",O
2348,Kevin,NNP,I-PER
2349,Drake,NNP,I-PER
2350,and,CC,O
2351,Solon,NNP,I-PER
2352,Bixler,NNP,I-PER
2353,",",",",O
2354,left,VBD,O
2355,the,DT,O
2356,band,NN,O
2357,due,JJ,O
2358,to,TO,O
2359,issues,NNS,O
2360,primarily,RB,O
2361,related,VBN,O
2362,to,TO,O
2363,touring,VBG,O
2364,),),O
2365,",",",",O
2366,the,DT,O
2367,three,CD,O
2368,auditioned,VBD,O
2369,Tomo,NNP,I-PER
2370,Miličević,NNP,I-PER
2371,to,TO,O
2372,round,VB,O
2373,out,RP,O
2374,the,DT,O
2375,band,NN,O
2376,'s,POS,O
2377,roster,NN,O
2378,.,.,O
2379, ,VB,O
2380,According,VBG,O
2381,to,TO,O
2382,an,DT,O
2383,interview,NN,O
2384,from,IN,O
2385,Virgin,NNP,I-ORG
2386,Records,NNP,I-ORG
2387,",",",",O
2388,the,DT,O
2389,band,NN,O
2390,'s,POS,O
2391,name,NN,O
2392, ,VBD,O
2393,30,CD,I-ORG
2394,Seconds,NNPS,I-ORG
2395,to,TO,I-ORG
2396,Mars,NNP,I-ORG
2397,',POS,O
2398,first,JJ,O
2399,",",",",O
2400,self-titled,JJ,O
2401,album,NN,O
2402,",",",",O
2403,produced,VBN,O
2404,by,IN,O
2405,Bob,NNP,I-PER
2406,Ezrin,NNP,I-PER
2407,",",",",O
2408,was,VBD,O
2409,released,VBN,O
2410,in,IN,O
2411,2002,CD,O
2412,to,TO,O
2413,mixed,JJ,O
2414,reviews,NNS,O
2415,and,CC,O
2416,achieved,VBD,O
2417,sales,NNS,O
2418,of,IN,O
2419,just,RB,O
2420,over,IN,O
2421,"100,000",CD,O
2422,.,.,O
2423, ,VB,O
2424,Their,PRP$,O
2425,sophomore,NN,O
2426,album,NN,O
2427,",",",",O
2428,A,DT,I-MISC
2429,Beautiful,NNP,I-MISC
2430,Lie,NNP,I-MISC
2431,",",",",O
2432,was,VBD,O
2433,released,VBN,O
2434,on,IN,O
2435,August,NNP,O
2436,30,CD,O
2437,",",",",O
2438,2005,CD,O
2439,.,.,O
2440, ,VB,O
2441,For,IN,O
2442,this,DT,O
2443,effort,NN,O
2444,",",",",O
2445,the,DT,O
2446,band,NN,O
2447,traveled,VBD,O
2448,(,(,O
2449,during,IN,O
2450,the,DT,O
2451,course,NN,O
2452,of,IN,O
2453,three,CD,O
2454,years,NNS,O
2455,),),O
2456,to,TO,O
2457,four,CD,O
2458,continents,NNS,O
2459,",",",",O
2460,to,TO,O
2461,perfect,VB,O
2462,their,PRP$,O
2463,sound,NN,O
2464,and,CC,O
2465,also,RB,O
2466,to,TO,O
2467,allow,VB,O
2468,for,IN,O
2469,Jared,NNP,I-PER
2470,'s,POS,O
2471,film,NN,O
2472,career,NN,O
2473,.,.,O
2474, ,VB,O
2475,The,DT,O
2476,album,NN,O
2477,was,VBD,O
2478,produced,VBN,O
2479,by,IN,O
2480,Josh,NNP,I-PER
2481,Abraham,NNP,I-PER
2482,",",",",O
2483,whose,WP$,O
2484,producing,VBG,O
2485,credits,NNS,O
2486,also,RB,O
2487,include,VBP,O
2488,Orgy,NNP,I-ORG
2489,",",",",O
2490,Velvet,NNP,I-ORG
2491,Revolver,NNP,I-ORG
2492,",",",",O
2493,and,CC,O
2494,Linkin,NNP,I-ORG
2495,Park,NNP,I-ORG
2496,.,.,O
2497, ,NN,O
2498,Because,IN,O
2499,A,DT,I-MISC
2500,Beautiful,NNP,I-MISC
2501,Lie,NNP,I-MISC
2502,was,VBD,O
2503,leaked,VBN,O
2504,five,CD,O
2505,months,NNS,O
2506,before,IN,O
2507,its,PRP$,O
2508,release,NN,O
2509,",",",",O
2510,the,DT,O
